subject-name,ID,ID-path,Level,Level 1,Level 1 ID,Level 2,Level 2 ID,Level 3,Level 3 ID,Level 4,Level 4 ID,Level 5,Level 5 ID,Level 6,Level 6 ID,Level 7,Level 7 ID,Level 8,Level 8 ID,Level 9,Level 9 ID,Level 10,Level 10 ID,Level 11,Level 11 ID,Level 12,Level 12 ID,Description,Synonyms,German Synonyms,BIC_code_1,BIC_name_1,BIC_code_2,BIC_name_2,BISAC_code_1,BISAC_name_1,BISAC_code_2,BISAC_name_2,DDC_code_1,DDC_name_1,DDC_code_2,DDC_name_2,LCC_code_1,LCC_name_1,LCC_code_2,LCC_name_2,LCSH_code_1,LCSH_name_1,LCSH_code_2,LCSH_name_2,THEMA_code_1,THEMA_name_1,THEMA_code_2,THEMA_name_2,VLB_code_1,VLB_name_1,VLB_code_2,VLB_name_2,Discipline
Education Science,8094,/2883/3353/8094/,3,Humanities and Social Sciences,2883,Education,3353,Education Science,8094,,,,,,,,,,,,,,,,,,,"Education sciences, also known as education studies, education theory, and traditionally called pedagogy, seek to describe, understand, and prescribe education policy and practice. Education sciences include many topics, such as pedagogy, andragogy, curriculum, learning, and education policy, organization and leadership. Educational thought is informed by many disciplines, such as history, philosophy, sociology, and psychology.","Education studies, Education theory, Pedagogy, Pedagogy Studies, Educational Research, Learning Science, Instructional Science, Teaching Methodology",Erziehungswissenschaft,JNA,Philosophy & theory of education,,,EDU040000,"EDUCATION / Philosophy, Theory & Social Aspects",,,370.1,"Philosophy and theory, education for specific objectives, educational psychology",,,LB1-3640,Theory and practice of education,,,,Education,,,JNA,Philosophy and theory of education,,,571,"Pädagogik/Allgemeines, Lexika",,,TRUE
Philosophy of Religion,8108,/2883/3192/8108/,3,Humanities and Social Sciences,2883,Philosophy,3192,Philosophy of Religion,8108,,,,,,,,,,,,,,,,,,,"Philosophy of Religion explores fundamental questions about religion, including the nature and existence of deities, the problem of evil, and the relationship between faith and reason.",,"Religionsphilosophie, Philosophie der Religion",HRAB,Philosophy of religion,,,PHI022000,PHILOSOPHY / Religious,,,210,Philosophy and theory of religion,,,BL51,Philosophy of Religion,,,,Religion—Philosophy,,,QRAB,Philosophy of religion,,,541,"Religion/Theologie/Allgemeines, Lexika",,,TRUE
Philosophy of History,8123,/2883/3192/8123/,3,Humanities and Social Sciences,2883,Philosophy,3192,Philosophy of History,8123,,,,,,,,,,,,,,,,,,,"Philosophy or history; nature of history; Or The philosophy of history is a branch of philosophy that explores the nature, purpose, and interpretation of history. It examines fundamental questions about the nature of historical knowledge, the role of individuals and societies in shaping historical events, and the broader patterns or themes that emerge throughout human history.","Historiophilosophy, Historiosophy, Metahistory, Philosophy of Historical Inquiry",Geschichtsphilosophie,HP,Philosophy,HBAH,Historiography,PHI009000,PHILOSOPHY / History & Surveys / General,HIS016000,HISTORY / Historiography,901,Philosophy and theory of history,,,D16.7-.9,Philosophy of history,,,,History—Philosophy,,,QD,Philosophy,NHAH,Historiography,521,"Philosophie/Allgemeines, Lexika",,,TRUE
Australian History,8135,/2883/2954/8135/,3,Humanities and Social Sciences,2883,History,2954,Australian History,8135,,,,,,,,,,,,,,,,,,,"Australian History covers the historical development of Australia, including its indigenous cultures, colonial period, and contemporary social, political, and economic changes.",,Australische Geschichte,HBJQ,History of other lands,1MBF,Australia,HIS004000,HISTORY / Australia & New Zealand,,,994,Australia,,,DU1-950,History of Oceania (South Seas),,,,Australasia,,History,NHQ,History of other geographical groupings and regions,1MBF,Australia,558,"Geschichte/Regionalgeschichte, Ländergeschichte",,,TRUE
Theories of History,8148,/2883/2954/8148/,3,Humanities and Social Sciences,2883,History,2954,Theories of History,8148,,,,,,,,,,,,,,,,,,,"Theories of History explore different frameworks and methodologies for understanding and interpreting historical events, processes, and narratives, including perspectives such as Marxism, postmodernism, and structuralism.",,Theorien der Geschichte,HBAH,Historiography,,,HIS016000,HISTORY / Historiography,,,901,Philosophy and theory of history,,,D16-16.18,Methodology. Relation to other sciences,,,,History—Methodology,,,NHAH,Historiography,,,551,"Geschichte/Allgemeines, Lexika",,,TRUE
Sport Science,8156,/2883/2891/8156/,3,Humanities and Social Sciences,2883,Social Sciences,2891,Sport Science,8156,,,,,,,,,,,,,,,,,,,"Sports science is a discipline that studies how the healthy human body works during exercise, and how sport and physical activity promote health and performance from cellular to whole body perspectives.","Sport, Sports",Sportwissenschaften,WS,Sports & outdoor recreation,,,SPO000000,SPORTS & RECREATION / General,,,796.015,Sports--scientific principles,,,GV557-558,Sports sciences,,,,Sports sciences,,,S,Sports and Active outdoor recreation,,,691,Medizin/Allgemeines,,,TRUE
Pedagogy,8158,/2883/3353/8158/,3,Humanities and Social Sciences,2883,Education,3353,Pedagogy,8158,,,,,,,,,,,,,,,,,,,"Pedagogy, most commonly understood as the approach to teaching, is the theory and practice of learning, and how this process influences, and is influenced by, the social, political and psychological development of learners. Pedagogy, taken as an academic discipline, is the study of how knowledge and skills are imparted in an educational context, and it considers the interactions that take place during learning. Both the theory and practice of pedagogy vary greatly as they reflect different social, political, and cultural contexts",,Pädagogik,JNT,Teaching skills & techniques,,,EDU000000,EDUCATION / General,,,370,Education,,,LB1024.2-1050.75,Teaching (Principles and practice),,,,Teaching,,,JNT,Teaching skills and techniques,,,574,"Pädagogik/Schulpädagogik, Didaktik, Methodik",,,TRUE
Vehicle Engineering,8166,/2887/3102/8166/,3,Technology and Engineering,2887,Mechanical Engineering,3102,Vehicle Engineering,8166,,,,,,,,,,,,,,,,,,,"Automotive/Vehicle engineering, along with aerospace engineering and naval architecture, is a branch of vehicle engineering, incorporating elements of mechanical, electrical, electronic, software, and safety engineering as applied to the design, manufacture and operation of motorcycles, automobiles, and trucks and their respective engineering subsystems.",,Fahrzeugtechnik,TR,Transport technology & trades,,,TRA000000,TRANSPORTATION / General,,,620,Engineering and allied operations,,,TL1-4050,Motor vehicles. Aeronautics. Astronautics,,,,Vehicles,,,TR,Transport technology and trades,,,682,"Technik/Maschinenbau, Fertigungstechnik",,,TRUE
Regional Cultural Studies,8171,/2883/3194/8171/,3,Humanities and Social Sciences,2883,Cultural Studies,3194,Regional Cultural Studies,8171,,,,,,,,,,,,,,,,,,,Academic studies that focus on the culture of a specific geographical region.,,Regionale Kulturwissenschaften,JFC,Cultural studies,,,SOC053000,SOCIAL SCIENCE / Regional Studies,,,306.091,"Culture--areas, regions, places in general",,,GN550-674,By region or country,,,,Ethnology,,Culture,JBCC,Cultural studies,,,729,Soziologie/Sonstiges,,,TRUE
Literary Didactics,8199,/2883/3055/8199/,3,Humanities and Social Sciences,2883,Literature,3055,Literary Didactics,8199,,,,,,,,,,,,,,,,,,,"The teaching of literature, especially focusing on the close reading of literary texts and how to write about literature. How literature is taught and examined, student responses to texts, resources for lecturers and supervisors.","Literary education, Teaching literature, Literature assessments, Literature degree programmes, Literary pedagogy",Literaturdidaktik,D,Literature & literary studies,,,LIT000000,LITERARY CRITICISM / General,,,800,"Literature, rhetoric & criticism",,,PN52,Relation to education,,,,Education in literature,,,D,"Biography, Literature and Literary studies",,,562,Allgemeine und Vergleichende Literaturwissenschaft,,,TRUE
Theory of Arts,8209,/2883/3006/8209/,3,Humanities and Social Sciences,2883,Arts,3006,Theory of Arts,8209,,,,,,,,,,,,,,,,,,,"Scholarship in theory of arts studies questions related to what art (or music, or dance, etc.) is, what creativity is, what an artwork is, the relationship between art and society or art and the subject, how art is valued and evaluated, etc.",,Kunsttheorie,ABA,Theory of art,,,ART009000,ART / Criticism & Theory,,,700.1,Philosophy and theory of the arts,,,N61-79,Theory. Philosophy. Aesthetics of the visual arts,,,,Art—Philosophy,,,ABA,Theory of art,,,581,"Kunst/Allgemeines, Lexika",,,TRUE
Kulturphilosophie,8222,/2883/3192/8222/,3,Humanities and Social Sciences,2883,Philosophy,3192,Kulturphilosophie,8222,,,,,,,,,,,,,,,,,,,"Self-assessment (""Selbsteinschätzung"") of man as a cultural being; problem areas: the idea of a development of man (""Kultivierung"") and his epistemic achievements; origins in Romanticism; overlaps with Philosophical Anthropology; i.a. in the context of Schelling, Herder, Humboldt; Schiller, Kant; Spengler, Cassirer, Simmel; thematic areas: the relation of culture and nature; productivity; cultural criticism","Philosophy of Culture, Cultural Philosophy",Kulturphilosophie,HPS,Social & political philosophy,,,PHI034000,PHILOSOPHY / Social,,,306.1,Culture--philosophy,,,H61.15,Relation to philosophy. Social philosophy,,,,Social sciences—Philosophy,,Culture,QDTS,Social and political philosophy,,,520,Philosophie,,,TRUE
History of Technology,8229,/2883/2954/8229/,3,Humanities and Social Sciences,2883,History,2954,History of Technology,8229,,,,,,,,,,,,,,,,,,,"History of Technology examines the development and impact of technological innovations throughout history, exploring how technology has shaped and been shaped by human societies.",,Technikgeschichte,TBX,History of engineering & technology,,,TEC056000,TECHNOLOGY & ENGINEERING / History,,,600.09,Technology--history,,,T14.7-33,History,,,,Technology,,History,TBX,History of engineering and technology,,,681,"Technik/Allgemeines, Lexika",,,TRUE
Urban History,8233,/2883/2954/8233/,3,Humanities and Social Sciences,2883,History,2954,Urban History,8233,,,,,,,,,,,,,,,,,,,"Urban History studies the development, growth, and transformation of cities and urban areas, focusing on their social, economic, cultural, and political aspects.",,Stadtgeschichte,HBT,History: specific events & topics,,,HIS054000,HISTORY / Social History,,,900.91732,History--urban regions,,,HT111-150,History,,,,Cities and towns—History,,,NHT,History: specific events and topics,,,551,"Geschichte/Allgemeines, Lexika",,,TRUE
Intellectual History,8267,/2883/2954/8267/,3,Humanities and Social Sciences,2883,History,2954,Intellectual History,8267,,,,,,,,,,,,,,,,,,,"Intellectual History examines the development and influence of ideas, philosophies, and intellectual movements over time, focusing on how they shape and are shaped by historical contexts.",,Intellektuelle Geschichte,JFCX,History of ideas,,,HIS000000,HISTORY / General,,,001.09,Intellectual history,,,D1-2027,History (General),,,,Intellectual life—History,,,JBCC9,History of ideas,,,559,Geschichte/Kulturgeschichte,,,TRUE
Imperialism and Colonialism,8268,/2883/2954/8268/,3,Humanities and Social Sciences,2883,History,2954,Imperialism and Colonialism,8268,,,,,,,,,,,,,,,,,,,"Imperialism and Colonialism examine the historical processes and impacts of empire-building and colonization, including the political, economic, and cultural consequences for both colonizers and colonized societies.",,Imperialismus und Kolonialismus,HBTQ,Colonialism & imperialism,,,HIS000000,HISTORY / General,POL047000,POLITICAL SCIENCE / Imperialism,325.3,Colonization,,,JV61-152,History,,,,Imperialism,,,NHTQ,Colonialism and imperialism,,,551,"Geschichte/Allgemeines, Lexika",,,TRUE
Labor History,8269,/2883/2954/8269/,3,Humanities and Social Sciences,2883,History,2954,Labor History,8269,,,,,,,,,,,,,,,,,,,"Labor History is the study of the working class and labor movements, focusing on the development of labor unions, labor laws, and the socio-economic conditions of workers throughout history.",,Geschichte der Arbeit,HBTB,Social & cultural history,,,HIS054000,HISTORY / Social History,,,306.3609,Labor history,,,HD4841-4854.2,History,,,,Labor,,History,NHTB,Social and cultural history,,,551,"Geschichte/Allgemeines, Lexika",,,TRUE
